url,name,description,classifier_input,start_date,end_date,venue_name,venue_city,venue_state,yelp_labels,yelp_scores,event_text
https://www.eventbrite.com/e/drag-queen-sip-and-paint-chicago-the-drag-queen-paint-experience-tickets-1042059025597,"Drag Queen Sip and Paint Chicago The Drag Queen Paint experience Tickets, Multiple Dates",,"Drag Queen Sip and Paint Chicago The Drag Queen Paint experience Tickets, Multiple Dates",,,,,,"['Arts & Entertainment', 'Nightlife', 'Event Planning & Services']","[0.975, 0.68, 0.604]","Categories: Arts & Entertainment, Nightlife, Event Planning & Services"
https://www.eventbrite.com/e/st-patricks-day-chicago-at-parlay-lincoln-park-tickets-1981436209040,"St. Patrick's Day Chicago at Parlay (Lincoln Park) Tickets, Saturday, Mar 14",,"St. Patrick's Day Chicago at Parlay (Lincoln Park) Tickets, Saturday, Mar 14",,,,,,"['Arts & Entertainment', 'Performing Arts', 'Music Venues']","[0.887, 0.747, 0.743]","Categories: Arts & Entertainment, Performing Arts, Music Venues"
https://www.eventbrite.com/e/chicago-circle-singing-march-all-sing-churro-social-tickets-1972755922068,"Chicago Circle Singing: March ALL SING + CHURRO social! Tickets, Wednesday, Mar 11 from 7 pm to 8:30 pm",,"Chicago Circle Singing: March ALL SING + CHURRO social! Tickets, Wednesday, Mar 11 from 7 pm to 8:30 pm",,,,,,"['Arts & Entertainment', 'Music Venues']","[0.783, 0.755]","Categories: Arts & Entertainment, Music Venues"
https://www.eventbrite.com/e/afrobeats-saturdayz-st-pattys-day-edition-tickets-1981049967782,"AFROBEATS SATURDAYZ: St Patty's Day Edition Tickets, Saturday, Mar 14 at 10 pm to Sunday, Mar 15 at 3 am",,"AFROBEATS SATURDAYZ: St Patty's Day Edition Tickets, Saturday, Mar 14 at 10 pm to Sunday, Mar 15 at 3 am",,,,,,"['Nightlife', 'Arts & Entertainment', 'Restaurants']","[0.924, 0.841, 0.585]","Categories: Nightlife, Arts & Entertainment, Restaurants"
https://www.eventbrite.com/e/shamrockin-at-the-pier-navy-pier-st-patricks-day-bar-crawl-tickets-1981755662534,"Shamrockin' at the Pier - Navy Pier St. Patrick's Day Bar Crawl Tickets, Saturday, Mar 14 from 8 am to 7 pm",,"Shamrockin' at the Pier - Navy Pier St. Patrick's Day Bar Crawl Tickets, Saturday, Mar 14 from 8 am to 7 pm",,,,,,"['Bars', 'Arts & Entertainment', 'Nightlife']","[0.715, 0.664, 0.542]","Categories: Bars, Arts & Entertainment, Nightlife"
https://www.eventbrite.com/e/chicago-shamrock-crawl-wrigleyvilles-st-patricks-day-bar-crawl-25bars-tickets-1346813719089,"Chicago Shamrock Crawl - Wrigleyville's St. Patrick's Day Bar Crawl 25+Bars Tickets, Saturday, Mar 14 from 8 am to 6 pm",,"Chicago Shamrock Crawl - Wrigleyville's St. Patrick's Day Bar Crawl 25+Bars Tickets, Saturday, Mar 14 from 8 am to 6 pm",,,,,,"['Bars', 'Nightlife', 'Arts & Entertainment']","[0.955, 0.858, 0.537]","Categories: Bars, Nightlife, Arts & Entertainment"
https://www.eventbrite.com/e/butterfly-pinning-workshops-tickets-1110986162519,"Butterfly Pinning Workshops Tickets, Multiple Dates",,"Butterfly Pinning Workshops Tickets, Multiple Dates",,,,,,"['Arts & Entertainment', 'Event Planning & Services', 'Kids Activities']","[0.946, 0.796, 0.341]","Categories: Arts & Entertainment, Event Planning & Services, Kids Activities"
https://www.eventbrite.com/e/late-winter-dinner-party-series-a-local-seasonal-communal-meal-tickets-1982307003610,"Late Winter Dinner Party Series: A Local, Seasonal, Communal Meal Tickets, Saturday, Mar 21 from 7 pm to 9:30 pm",,"Late Winter Dinner Party Series: A Local, Seasonal, Communal Meal Tickets, Saturday, Mar 21 from 7 pm to 9:30 pm",,,,,,"['Venues & Event Spaces', 'Event Planning & Services', 'Arcades']","[0.48, 0.396, 0.332]","Categories: Venues & Event Spaces, Event Planning & Services, Arcades"
https://www.eventbrite.com/e/thursday-night-stand-up-comedy-at-laugh-factory-tickets-1983479092359,Thursday Night Stand Up Comedy at Laugh Factory,Meet the names you'll brag about seeing first!,Thursday Night Stand Up Comedy at Laugh Factory. Meet the names you'll brag about seeing first!,2026-03-19T19:00:00-05:00,2026-03-19T20:30:00-05:00,Laugh Factory Chicago,Chicago,IL,"['Comedy Clubs', 'Arts & Entertainment', 'Nightlife']","[0.985, 0.587, 0.544]","Categories: Comedy Clubs, Arts & Entertainment, Nightlife"
https://www.eventbrite.com/e/toasted-life-st-patricks-wkd-day-party-tickets-1984189660688,"TOASTED LIFE ST. PATRICKS WKD DAY PARTY Tickets, Saturday, Mar 14 from 2 pm to 6:30 pm",,"TOASTED LIFE ST. PATRICKS WKD DAY PARTY Tickets, Saturday, Mar 14 from 2 pm to 6:30 pm",,,,,,"['Arts & Entertainment', 'Event Planning & Services', 'Music Venues']","[0.853, 0.611, 0.467]","Categories: Arts & Entertainment, Event Planning & Services, Music Venues"
https://www.eventbrite.com/e/ferxxo-sip-and-paint-st-patricks-celebration-tickets-1983823401196,"Ferxxo Sip and Paint: St. Patrick’s Celebration Tickets, Tuesday, Mar 17 from 7 pm to 10 pm",,"Ferxxo Sip and Paint: St. Patrick’s Celebration Tickets, Tuesday, Mar 17 from 7 pm to 10 pm",,,,,,"['Arts & Entertainment', 'Nightlife']","[0.98, 0.923]","Categories: Arts & Entertainment, Nightlife"
https://www.eventbrite.com/e/ikebana-ohara-ryu-1-day-workshop-tickets-1974376516309,"Ikebana Ohara Ryu [1 Day Workshop] Tickets, Sunday, Mar 15 from 2 pm to 4 pm",,"Ikebana Ohara Ryu [1 Day Workshop] Tickets, Sunday, Mar 15 from 2 pm to 4 pm",,,,,,"['Arts & Entertainment', 'Performing Arts']","[0.826, 0.409]","Categories: Arts & Entertainment, Performing Arts"
https://www.eventbrite.com/e/tamales-and-tacos-cooking-class-at-su-casa-tickets-1247579386529,"Tamales and Tacos Cooking Class at Su Casa Tickets, Multiple Dates",,"Tamales and Tacos Cooking Class at Su Casa Tickets, Multiple Dates",,,,,,['Specialty Food'],[0.935],Categories: Specialty Food
https://www.eventbrite.com/e/flash-class-salumi-on-saturday-tickets-1982450410544,"Flash Class: Salumi on Saturday Tickets, Saturday, Mar 21 from 1 pm to 1:45 pm",,"Flash Class: Salumi on Saturday Tickets, Saturday, Mar 21 from 1 pm to 1:45 pm",,,,,,['Specialty Food'],[0.982],Categories: Specialty Food
https://www.eventbrite.com/e/ladies-night-chi-the-return-of-the-panel-of-sheroes-telling-herstory-tickets-1983821182560,"Ladies Night Chi: The Return of the Panel of Sheroes — Telling HERstory Tickets, Thursday, Mar 19 from 5 pm to 9 pm",,"Ladies Night Chi: The Return of the Panel of Sheroes — Telling HERstory Tickets, Thursday, Mar 19 from 5 pm to 9 pm",,,,,,['Nightlife'],[0.688],Categories: Nightlife
https://www.eventbrite.com/e/tgif-date-night-in-river-north-cityswoon-ages-28-40-tickets-1983741501231,"TGIF Date Night in River North | Cityswoon | Ages  28-40 Tickets, Friday, Mar 13 from 7:30 pm to 10 pm",,"TGIF Date Night in River North | Cityswoon | Ages  28-40 Tickets, Friday, Mar 13 from 7:30 pm to 10 pm",,,,,,"['Nightlife', 'Arts & Entertainment', 'Venues & Event Spaces']","[0.957, 0.696, 0.605]","Categories: Nightlife, Arts & Entertainment, Venues & Event Spaces"
https://www.eventbrite.com/e/frank-viele-and-brandon-good-tickets-1979873036549,Frank Viele and Brandon Good,"This is an intimate, seated dinner show featuring Frank Viele and Brandon Good!","Frank Viele and Brandon Good. This is an intimate, seated dinner show featuring Frank Viele and Brandon Good!",2026-03-20T19:00:00-05:00,2026-03-20T21:00:00-05:00,UncommonGround - Lakeview,Chicago,IL,"['Arts & Entertainment', 'Performing Arts', 'Specialty Food']","[0.89, 0.563, 0.507]","Categories: Arts & Entertainment, Performing Arts, Specialty Food"
https://www.eventbrite.com/e/a-chosen-few-djs-event-at-the-legendary-soundbar-house-music-tickets-1983295715875,"A Chosen Few Djs Event at The Legendary Soundbar. House Music. Tickets, Saturday, Mar 21 from 3 pm to 9 pm",,"A Chosen Few Djs Event at The Legendary Soundbar. House Music. Tickets, Saturday, Mar 21 from 3 pm to 9 pm",,,,,,"['Music Venues', 'Venues & Event Spaces', 'Bars']","[0.921, 0.687, 0.323]","Categories: Music Venues, Venues & Event Spaces, Bars"
https://www.eventbrite.com/e/newport-theater-camp-clowning-for-burlesque-showcase-tickets-1982241900886,Newport Theater Camp: Clowning for Burlesque Showcase,"An evening of burlesque, clowning, and solo debuts!","Newport Theater Camp: Clowning for Burlesque Showcase. An evening of burlesque, clowning, and solo debuts!",2026-03-23T19:00:00-05:00,,The Newport Theater,Chicago,IL,"['Performing Arts', 'Arts & Entertainment', 'Theaters']","[0.98, 0.912, 0.813]","Categories: Performing Arts, Arts & Entertainment, Theaters"
https://www.eventbrite.com/e/offsite-book-event-lindy-west-tickets-1982363819548,Offsite Book Event: Lindy West,An engaging and laugh-out-loud narrative of becoming as Lindy transforms from a passenger into the active navigator of her own life.,Offsite Book Event: Lindy West. An engaging and laugh-out-loud narrative of becoming as Lindy transforms from a passenger into the active navigator of her own life.,2026-03-21T19:00:00-05:00,2026-03-21T21:00:00-05:00,Wilson Abbey,Chicago,IL,['Active Life'],[0.831],Categories: Active Life
https://www.eventbrite.com/e/st-patricks-day-chicago-at-the-scout-tickets-1981346819674,"St. Patrick's Day Chicago at The Scout Tickets, Saturday, Mar 14",,"St. Patrick's Day Chicago at The Scout Tickets, Saturday, Mar 14",,,,,,"['Venues & Event Spaces', 'Music Venues']","[0.328, 0.327]","Categories: Venues & Event Spaces, Music Venues"
https://www.eventbrite.com/e/grown-folks-stories-at-the-dusable-museum-tickets-1984224094681,Grown Folks Stories at The DuSable Museum,"2 hours of 5 minute stories of our community, told by our community. You'll laugh, you'll cry, you'll cringe, you'll feel.","Grown Folks Stories at The DuSable Museum. 2 hours of 5 minute stories of our community, told by our community. You'll laugh, you'll cry, you'll cringe, you'll feel.",2026-03-19T18:00:00-05:00,2026-03-19T21:00:00-05:00,DuSable Black History Museum and Education Center,Chicago,IL,['Museums'],[0.8],Categories: Museums
https://www.eventbrite.com/e/harlem-nights-dance-party-featuring-live-music-and-fashion-tickets-1979575220774,"Harlem Nights Dance Party Featuring Live Music and Fashion Tickets, Friday, Mar 20 at 8 pm to Saturday, Mar 21 at 1 am",,"Harlem Nights Dance Party Featuring Live Music and Fashion Tickets, Friday, Mar 20 at 8 pm to Saturday, Mar 21 at 1 am",,,,,,"['Nightlife', 'Arts & Entertainment', 'Fashion']","[0.996, 0.884, 0.784]","Categories: Nightlife, Arts & Entertainment, Fashion"
https://www.eventbrite.com/e/signs-of-the-times-a-private-beer-ad-tour-at-hopleaf-tickets-1981028216724,"Signs of the Times: A Private Beer Ad Tour at Hopleaf Tickets, Saturday, Mar 21 from 11 am to 12:15 pm",,"Signs of the Times: A Private Beer Ad Tour at Hopleaf Tickets, Saturday, Mar 21 from 11 am to 12:15 pm",,,,,,"['Beer', 'Breweries']","[0.907, 0.488]","Categories: Beer, Breweries"
https://www.eventbrite.com/e/afrobeats-fridayz-st-pattys-day-edition-tickets-1980693788440,"AFROBEATS FRIDAYZ: St Patty’s Day Edition Tickets, Friday, Mar 13 at 9:30 pm to Saturday, Mar 14 at 2 am",,"AFROBEATS FRIDAYZ: St Patty’s Day Edition Tickets, Friday, Mar 13 at 9:30 pm to Saturday, Mar 14 at 2 am",,,,,,"['Nightlife', 'Arts & Entertainment']","[0.898, 0.804]","Categories: Nightlife, Arts & Entertainment"
https://www.eventbrite.com/e/portada-chicago-tickets-1982881373566,"Portada Chicago Tickets, Tuesday, Mar 17 from 8 am to 12:30 pm",,"Portada Chicago Tickets, Tuesday, Mar 17 from 8 am to 12:30 pm",,,,,,"['Arts & Entertainment', 'Specialty Food']","[0.75, 0.704]","Categories: Arts & Entertainment, Specialty Food"
https://www.eventbrite.com/e/hands-on-green-pasta-tickets-1982389743086,"Hands-On: Green Pasta Tickets, Saturday, Mar 14 from 1 pm to 3 pm",,"Hands-On: Green Pasta Tickets, Saturday, Mar 14 from 1 pm to 3 pm",,,,,,['Specialty Food'],[0.899],Categories: Specialty Food
https://www.eventbrite.com/e/paper-craft-night-junk-journals-collage-zines-oh-my-tickets-1983985296429,"Paper Craft Night: junk journals, collage, zines, oh my Tickets, Saturday, Mar 14 from 7 pm to 9 pm",,"Paper Craft Night: junk journals, collage, zines, oh my Tickets, Saturday, Mar 14 from 7 pm to 9 pm",,,,,,"['Arts & Entertainment', 'Active Life']","[0.604, 0.306]","Categories: Arts & Entertainment, Active Life"
https://www.eventbrite.com/e/commercialforum-kickstart-your-career-in-commercial-real-estate-tickets-1981765597249,CommercialForum: Kickstart Your Career in Commercial Real Estate,Join CommercialForum for an immersive session designed to jumpstart your career in commercial real estate.,CommercialForum: Kickstart Your Career in Commercial Real Estate. Join CommercialForum for an immersive session designed to jumpstart your career in commercial real estate.,2026-03-12T14:45:00-05:00,2026-03-12T18:30:00-05:00,430 N Michigan Ave 8th floor,Chicago,IL,['Arcades'],[0.358],Categories: Arcades
https://www.eventbrite.com/e/celine-dion-drag-brunch-tickets-1984116394547,"Celine Dion Drag Brunch Tickets, Saturday, Mar 21 at 11 am to Sunday, Mar 22 at 4:30 pm",,"Celine Dion Drag Brunch Tickets, Saturday, Mar 21 at 11 am to Sunday, Mar 22 at 4:30 pm",,,,,,['Arts & Entertainment'],[0.981],Categories: Arts & Entertainment
https://www.eventbrite.com/e/in-recital-spencer-myer-piano-tickets-1983043917740,"IN Recital - Spencer Myer, Piano","Program to include Haydn's Fantasia in C Major, Hob. XVII: 4 (1789), Ravel's ""Miroirs"" and Liszt's Tre Sonetti del Petrarca (1864-82)!","IN Recital - Spencer Myer, Piano. Program to include Haydn's Fantasia in C Major, Hob. XVII: 4 (1789), Ravel's ""Miroirs"" and Liszt's Tre Sonetti del Petrarca (1864-82)!",2026-03-13T19:00:00-05:00,2026-03-13T20:30:00-05:00,New Music School,Chicago,IL,"['Performing Arts', 'Arts & Entertainment', 'Music Venues']","[0.991, 0.87, 0.527]","Categories: Performing Arts, Arts & Entertainment, Music Venues"
https://www.eventbrite.com/e/a-night-in-abuelas-kitchen-handmaking-empanadas-tickets-1981598004976,"A Night in Abuela's Kitchen: Handmaking Empanadas Tickets, Saturday, Mar 14 from 5:30 pm to 7:30 pm",,"A Night in Abuela's Kitchen: Handmaking Empanadas Tickets, Saturday, Mar 14 from 5:30 pm to 7:30 pm",,,,,,['Arts & Entertainment'],[0.387],Categories: Arts & Entertainment
https://www.eventbrite.com/e/viva-la-mujer-2026-chicago-market-tickets-1981023298012,"Viva La Mujer 2026 Chicago Market Tickets, Sunday, Mar 22 from 12 pm to 5 pm",,"Viva La Mujer 2026 Chicago Market Tickets, Sunday, Mar 22 from 12 pm to 5 pm",,,,,,"['Arts & Entertainment', 'Music Venues', 'Nightlife']","[0.887, 0.431, 0.341]","Categories: Arts & Entertainment, Music Venues, Nightlife"
https://www.eventbrite.com/e/intl-cafe-at-revolution-brewing-on-kedzie-tickets-809427247687,"INT'L CAFE at Revolution Brewing on Kedzie Tickets, Multiple Dates",,"INT'L CAFE at Revolution Brewing on Kedzie Tickets, Multiple Dates",,,,,,"['Nightlife', 'Arts & Entertainment', 'Breweries']","[0.982, 0.956, 0.945]","Categories: Nightlife, Arts & Entertainment, Breweries"
https://www.eventbrite.com/e/fashion-designer-call-6-for-the-shows-april-2026-tickets-1501801281059,"Fashion Designer Call #6 for The Shows - April 2026 Tickets, Saturday, Mar 14 from 2 pm to 3 pm",,"Fashion Designer Call #6 for The Shows - April 2026 Tickets, Saturday, Mar 14 from 2 pm to 3 pm",,,,,,['Fashion'],[0.992],Categories: Fashion
https://www.eventbrite.com/e/st-paddys-day-chicago-at-lgs-old-town-tickets-1983892757643,"☘️St. Paddy's Day Chicago at LG's Old Town☘️ Tickets, Saturday, Mar 14 from 9 am to 1 pm",,"☘️St. Paddy's Day Chicago at LG's Old Town☘️ Tickets, Saturday, Mar 14 from 9 am to 1 pm",,,,,,['Venues & Event Spaces'],[0.315],Categories: Venues & Event Spaces
https://www.eventbrite.com/e/st-patricks-day-at-blue-bayou-tickets-1981539890153,"St. Patrick's Day at Blue Bayou Tickets, Saturday, Mar 14 from 9 am to 12 pm",,"St. Patrick's Day at Blue Bayou Tickets, Saturday, Mar 14 from 9 am to 12 pm",,,,,,"['Event Planning & Services', 'Music Venues', 'Venues & Event Spaces']","[0.563, 0.549, 0.497]","Categories: Event Planning & Services, Music Venues, Venues & Event Spaces"
https://www.eventbrite.com/e/playful-still-life-painting-tickets-1982847176281,"Playful Still Life Painting Tickets, Saturday, Mar 21 from 1 pm to 4 pm",,"Playful Still Life Painting Tickets, Saturday, Mar 21 from 1 pm to 4 pm",,,,,,['Arts & Entertainment'],[0.964],Categories: Arts & Entertainment
https://www.eventbrite.com/e/emerald-city-drag-brunch-tickets-1984116301268,"Emerald City Drag Brunch Tickets, Saturday, Mar 14 at 11 am to Sunday, Mar 15 at 4:30 pm",,"Emerald City Drag Brunch Tickets, Saturday, Mar 14 at 11 am to Sunday, Mar 15 at 4:30 pm",,,,,,['Arts & Entertainment'],[0.984],Categories: Arts & Entertainment
https://www.eventbrite.com/e/afro-fusion-south-loop-edition-freersvp-tickets-1983898141747,"Afro Fusion South Loop Edition - FREE/RSVP Tickets, Friday, Mar 20 at 10 pm to Saturday, Mar 21 at 2 am",,"Afro Fusion South Loop Edition - FREE/RSVP Tickets, Friday, Mar 20 at 10 pm to Saturday, Mar 21 at 2 am",,,,,,"['Arts & Entertainment', 'Nightlife', 'Music Venues']","[0.984, 0.957, 0.859]","Categories: Arts & Entertainment, Nightlife, Music Venues"
https://www.eventbrite.com/e/hip-hop-vs-juke-indoor-rooftop-party-reserv-tickets-1982792453604,"Hip Hop Vs Juke Indoor Rooftop Party @ Reserv Tickets, Saturday, Mar 14 at 9 pm to Sunday, Mar 15 at 2 am",,"Hip Hop Vs Juke Indoor Rooftop Party @ Reserv Tickets, Saturday, Mar 14 at 9 pm to Sunday, Mar 15 at 2 am",,,,,,"['Arts & Entertainment', 'Nightlife', 'Music Venues']","[0.897, 0.854, 0.74]","Categories: Arts & Entertainment, Nightlife, Music Venues"
https://www.eventbrite.com/e/women-who-make-miracles-brunch-2026-tmc-tickets-1982926618896,"Women Who Make Miracles Brunch 2026 - TMC Tickets, Wednesday, Mar 11 from 11 am to 1 pm",,"Women Who Make Miracles Brunch 2026 - TMC Tickets, Wednesday, Mar 11 from 11 am to 1 pm",,,,,,['Specialty Food'],[0.301],Categories: Specialty Food
https://www.eventbrite.com/e/bring-kbis-to-chicago-tickets-1983919780469,"Bring KBIS to Chicago! Tickets, Tuesday, Mar 24 from 10 am to 7:30 pm",,"Bring KBIS to Chicago! Tickets, Tuesday, Mar 24 from 10 am to 7:30 pm",,,,,,"['Performing Arts', 'Arts & Entertainment', 'Music Venues']","[0.98, 0.979, 0.95]","Categories: Performing Arts, Arts & Entertainment, Music Venues"
https://www.eventbrite.com/e/bandit-presents-st-patricks-day-2026-tickets-1980581859658,"Bandit Presents: St. Patrick's Day 2026 Tickets, Saturday, Mar 14 at 10 am",,"Bandit Presents: St. Patrick's Day 2026 Tickets, Saturday, Mar 14 at 10 am",,,,,,"['Arts & Entertainment', 'Performing Arts', 'Music Venues']","[0.958, 0.575, 0.445]","Categories: Arts & Entertainment, Performing Arts, Music Venues"
https://www.eventbrite.com/e/shades-of-emerald-singles-edition-tickets-1983812072311,"Shades of Emerald - Singles Edition Tickets, Sunday, Mar 15 from 4 pm to 9 pm",,"Shades of Emerald - Singles Edition Tickets, Sunday, Mar 15 from 4 pm to 9 pm",,,,,,"['Arts & Entertainment', 'Performing Arts', 'Nightlife']","[0.876, 0.803, 0.633]","Categories: Arts & Entertainment, Performing Arts, Nightlife"
https://www.eventbrite.com/e/st-patricks-day-karaoke-2026-at-brandos-in-the-loop-tickets-1984223547043,"St. Patrick's Day Karaoke 2026 at Brando's In The Loop Tickets, Saturday, Mar 14 at 9am to Sunday, Mar 15",,"St. Patrick's Day Karaoke 2026 at Brando's In The Loop Tickets, Saturday, Mar 14 at 9am to Sunday, Mar 15",,,,,,"['Music Venues', 'Nightlife']","[0.926, 0.503]","Categories: Music Venues, Nightlife"
https://www.eventbrite.com/e/100-free-acts-of-theater-bomba-and-the-abolition-of-slavery-in-puerto-rico-tickets-1981765555123,"100 Free Acts of Theater: Bomba and The Abolition of Slavery in Puerto Rico Tickets, Saturday, Mar 21 from 2 pm to 4 pm",,"100 Free Acts of Theater: Bomba and The Abolition of Slavery in Puerto Rico Tickets, Saturday, Mar 21 from 2 pm to 4 pm",,,,,,"['Performing Arts', 'Arts & Entertainment', 'Theaters']","[0.987, 0.977, 0.934]","Categories: Performing Arts, Arts & Entertainment, Theaters"
https://www.eventbrite.com/e/sip-savor-sicilian-cheese-and-wine-getaway-tickets-1982729160292,"Sip & Savor: Sicilian Cheese and wine Getaway Tickets, Friday, Mar 20 from 6 pm to 7 pm",,"Sip & Savor: Sicilian Cheese and wine Getaway Tickets, Friday, Mar 20 from 6 pm to 7 pm",,,,,,['Specialty Food'],[0.697],Categories: Specialty Food
https://www.eventbrite.com/e/the-fight-to-save-frank-lloyd-wrights-price-tower-tickets-1982050794281,"The Fight to Save Frank Lloyd Wright's Price Tower Tickets, Thursday, Mar 19 from 5:30 pm to 8 pm",,"The Fight to Save Frank Lloyd Wright's Price Tower Tickets, Thursday, Mar 19 from 5:30 pm to 8 pm",,,,,,['Arts & Entertainment'],[0.665],Categories: Arts & Entertainment
https://www.eventbrite.com/e/latte-art-for-beginners-tickets-1977833280584,"Latte art for beginners! Tickets, Saturday, Mar 21 from 11 am to 1 pm",,"Latte art for beginners! Tickets, Saturday, Mar 21 from 11 am to 1 pm",,,,,,['Coffee & Tea'],[0.609],Categories: Coffee & Tea
https://www.eventbrite.com/e/apuc-film-screening-the-imaginary-dog-and-the-lying-cat-japan-tickets-1983639086907,"APUC Film Screening: The Imaginary Dog and the Lying Cat (架空の犬と嘘をつく猫) Japan Tickets, Saturday, Mar 21 from 3 pm to 5 pm",,"APUC Film Screening: The Imaginary Dog and the Lying Cat (架空の犬と嘘をつく猫) Japan Tickets, Saturday, Mar 21 from 3 pm to 5 pm",,,,,,"['Arts & Entertainment', 'Theaters']","[0.985, 0.795]","Categories: Arts & Entertainment, Theaters"
https://www.eventbrite.com/e/class-with-sara-benincasa-chad-the-bird-tickets-1116588178299,Class! With Sara Benincasa & Chad the Bird,Your professors Sara Benincasa+Chad the Bird present a night of mildly educated comedy on a stimulating subject w/ their favorite comedians!,Class! With Sara Benincasa & Chad the Bird. Your professors Sara Benincasa+Chad the Bird present a night of mildly educated comedy on a stimulating subject w/ their favorite comedians!,2025-01-16T20:00:00-06:00,2026-09-17T21:30:00-05:00,The Lincoln Lodge,Chicago,IL,"['Arts & Entertainment', 'Education', 'Comedy Clubs']","[0.52, 0.472, 0.419]","Categories: Arts & Entertainment, Education, Comedy Clubs"
https://www.eventbrite.com/e/echoes-of-baobab-an-evening-of-west-african-culinary-cultural-artistry-tickets-1981500250590,"Echoes of Baobab: An Evening of West African Culinary & Cultural Artistry Tickets, Tuesday, Mar 24 from 5 pm to 7 pm",,"Echoes of Baobab: An Evening of West African Culinary & Cultural Artistry Tickets, Tuesday, Mar 24 from 5 pm to 7 pm",,,,,,['Arts & Entertainment'],[0.871],Categories: Arts & Entertainment
https://www.eventbrite.com/e/opening-reception-kimberly-viviano-food-for-thought-tickets-1982916684181,"Opening Reception - Kimberly Viviano: Food for Thought Tickets, Friday, Mar 13 from 6 pm to 8 pm",,"Opening Reception - Kimberly Viviano: Food for Thought Tickets, Friday, Mar 13 from 6 pm to 8 pm",,,,,,"['Arts & Entertainment', 'Event Planning & Services', 'Arcades']","[0.58, 0.499, 0.413]","Categories: Arts & Entertainment, Event Planning & Services, Arcades"
https://www.eventbrite.com/e/march-swanky-swing-tickets-1980929037075,"March Swanky Swing Tickets, Multiple Dates",,"March Swanky Swing Tickets, Multiple Dates",,,,,,"['Arts & Entertainment', 'Performing Arts', 'Music Venues']","[0.953, 0.932, 0.914]","Categories: Arts & Entertainment, Performing Arts, Music Venues"
https://www.eventbrite.com/e/sip-me-im-irish-hubbard-inn-12pm-tickets-1980212476824,"Sip Me, I'm Irish | Hubbard Inn | 12pm Tickets, Saturday, Mar 14 from 12 pm to 3 pm",,"Sip Me, I'm Irish | Hubbard Inn | 12pm Tickets, Saturday, Mar 14 from 12 pm to 3 pm",,,,,,"['Wine & Spirits', 'Arts & Entertainment', 'Nightlife']","[0.938, 0.832, 0.716]","Categories: Wine & Spirits, Arts & Entertainment, Nightlife"
https://www.eventbrite.com/e/tipsy-leprechaun-rooftop-party-at-reserv-chicago-tickets-1982894544962,"Tipsy Leprechaun Rooftop Party at Reserv (Chicago) Tickets, Saturday, Mar 14 at 9 pm to Sunday, Mar 15 at 2 am",,"Tipsy Leprechaun Rooftop Party at Reserv (Chicago) Tickets, Saturday, Mar 14 at 9 pm to Sunday, Mar 15 at 2 am",,,,,,"['Arts & Entertainment', 'Nightlife', 'Venues & Event Spaces']","[0.965, 0.958, 0.662]","Categories: Arts & Entertainment, Nightlife, Venues & Event Spaces"
https://www.eventbrite.com/e/ikebana-ohara-ryu-1-day-workshop-tickets-1971247780175,"Ikebana Ohara Ryu [1 Day Workshop] Tickets, Saturday, Mar 14 from 3 pm to 5 pm",,"Ikebana Ohara Ryu [1 Day Workshop] Tickets, Saturday, Mar 14 from 3 pm to 5 pm",,,,,,"['Arts & Entertainment', 'Performing Arts']","[0.86, 0.396]","Categories: Arts & Entertainment, Performing Arts"
https://www.eventbrite.com/e/c3expo-2026-tickets-1984418476081,"C3Expo 2026 Tickets, Saturday, Mar 14 from 10 am to 5 pm",,"C3Expo 2026 Tickets, Saturday, Mar 14 from 10 am to 5 pm",,,,,,"['Arts & Entertainment', 'Performing Arts', 'Venues & Event Spaces']","[0.747, 0.375, 0.342]","Categories: Arts & Entertainment, Performing Arts, Venues & Event Spaces"
https://www.eventbrite.com/e/a-rooftop-holi-day-party-presented-by-mast-be-nice-tickets-1984351513795,"A Rooftop Holi Day Party - Presented by Mast Be Nice Tickets, Saturday, Mar 21 from 1 pm to 6 pm",,"A Rooftop Holi Day Party - Presented by Mast Be Nice Tickets, Saturday, Mar 21 from 1 pm to 6 pm",,,,,,"['Arts & Entertainment', 'Event Planning & Services']","[0.901, 0.622]","Categories: Arts & Entertainment, Event Planning & Services"
https://www.eventbrite.com/e/alpfa-chicago-cafecito-mixer--tickets-1983404085010,"ALPFA Chicago Cafecito Mixer - Tickets, Sat, Mar 14, 2026 at 10:00 AM",,"ALPFA Chicago Cafecito Mixer - Tickets, Sat, Mar 14, 2026 at 10:00 AM",,,,,,"['Arts & Entertainment', 'Performing Arts', 'Specialty Food']","[0.908, 0.851, 0.794]","Categories: Arts & Entertainment, Performing Arts, Specialty Food"
https://www.eventbrite.com/e/chicago-st-patricks-day-1-st-pattys-day-party-lucky-disco-tickets-1984239766556,"CHICAGO ST. PATRICK'S DAY | # 1 ST PATTYS DAY PARTY | LUCKY DISCO Tickets, Saturday, Mar 14 from 10 am to 10 pm",,"CHICAGO ST. PATRICK'S DAY | # 1 ST PATTYS DAY PARTY | LUCKY DISCO Tickets, Saturday, Mar 14 from 10 am to 10 pm",,,,,,"['Arts & Entertainment', 'Venues & Event Spaces', 'Event Planning & Services']","[0.924, 0.64, 0.631]","Categories: Arts & Entertainment, Venues & Event Spaces, Event Planning & Services"
